01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,08. Símbolo,07. Escala,09. Valor
2013,Alandroal,Município,Privado,,,, hospitais,0
2013,Alandroal,Município,Público,,,, hospitais,0
2013,Alandroal,Município,Total,,,, hospitais,0
2013,Albergaria-a-Velha,Município,Parceria público-privada,,,, hospitais,0
2013,Albergaria-a-Velha,Município,Privado,,,, hospitais,0
2013,Albergaria-a-Velha,Município,Público,,,, hospitais,0
2013,Albergaria-a-Velha,Município,Total,,,, hospitais,0
2013,Albufeira,Município,Parceria público-privada,,,, hospitais,0
2013,Albufeira,Município,Privado,,,, hospitais,1
2013,Albufeira,Município,Público,,,, hospitais,0
2013,Albufeira,Município,Total,,,, hospitais,1
2013,Alcácer do Sal,Município,Parceria público-privada,,,, hospitais,0
2013,Alcácer do Sal,Município,Privado,,,, hospitais,0
2013,Alcácer do Sal,Município,Público,,,, hospitais,0
2013,Alcácer do Sal,Município,Total,,,, hospitais,0
2013,Alcanena,Município,Parceria público-privada,,,, hospitais,0
2013,Alcanena,Município,Privado,,,, hospitais,1
2013,Alcanena,Município,Público,,,, hospitais,0
2013,Alcanena,Município,Total,,,, hospitais,1
2013,Alcobaça,Município,Parceria público-privada,,,, hospitais,0
2013,Alcobaça,Município,Privado,,,, hospitais,0
2013,Alcobaça,Município,Público,,,, hospitais,1
2013,Alcobaça,Município,Total,,,, hospitais,1
2013,Alcochete,Município,Parceria público-privada,,,, hospitais,0
2013,Alcochete,Município,Privado,,,, hospitais,0
2013,Alcochete,Município,Público,,,, hospitais,0
2013,Alcochete,Município,Total,,,, hospitais,0
2013,Alcoutim,Município,Parceria público-privada,,,, hospitais,0
2013,Alcoutim,Município,Privado,,,, hospitais,0
2013,Alcoutim,Município,Público,,,, hospitais,0
2013,Alcoutim,Município,Total,,,, hospitais,0
2013,Alenquer,Município,Parceria público-privada,,,, hospitais,0
2013,Alenquer,Município,Privado,,,, hospitais,0
2013,Alenquer,Município,Público,,,, hospitais,0
2013,Alenquer,Município,Total,,,, hospitais,0
2013,Alfândega da Fé,Município,Parceria público-privada,,,, hospitais,0
2013,Alfândega da Fé,Município,Privado,,,, hospitais,0
2013,Alfândega da Fé,Município,Público,,,, hospitais,0
2013,Alfândega da Fé,Município,Total,,,, hospitais,0
2013,Alijó,Município,Parceria público-privada,,,, hospitais,0
2013,Alijó,Município,Privado,,,, hospitais,0
2013,Alijó,Município,Público,,,, hospitais,0
2013,Alijó,Município,Total,,,, hospitais,0
2013,Aljezur,Município,Parceria público-privada,,,, hospitais,0
2013,Aljezur,Município,Privado,,,, hospitais,0
2013,Aljezur,Município,Público,,,, hospitais,0
2013,Aljezur,Município,Total,,,, hospitais,0
2013,Aljustrel,Município,Parceria público-privada,,,, hospitais,0
2013,Aljustrel,Município,Privado,,,, hospitais,0
2013,Aljustrel,Município,Público,,,, hospitais,0
2013,Aljustrel,Município,Total,,,, hospitais,0
2013,Almada,Município,Parceria público-privada,,,, hospitais,0
2013,Almada,Município,Privado,,,, hospitais,0
2013,Almada,Município,Público,,,, hospitais,1
2013,Almada,Município,Total,,,, hospitais,1
2013,Almeida,Município,Parceria público-privada,,,, hospitais,0
2013,Almeida,Município,Privado,,,, hospitais,0
2013,Almeida,Município,Público,,,, hospitais,0
2013,Almeida,Município,Total,,,, hospitais,0
2013,Almeirim,Município,Parceria público-privada,,,, hospitais,0
2013,Almeirim,Município,Privado,,,, hospitais,0
2013,Almeirim,Município,Público,,,, hospitais,0
2013,Almeirim,Município,Total,,,, hospitais,0
2013,Almodôvar,Município,Parceria público-privada,,,, hospitais,0
2013,Almodôvar,Município,Privado,,,, hospitais,0
2013,Almodôvar,Município,Público,,,, hospitais,0
2013,Almodôvar,Município,Total,,,, hospitais,0
2013,Alpiarça,Município,Parceria público-privada,,,, hospitais,0
2013,Alpiarça,Município,Privado,,,, hospitais,0
2013,Alpiarça,Município,Público,,,, hospitais,0
2013,Alpiarça,Município,Total,,,, hospitais,0
2013,Alter do Chão,Município,Parceria público-privada,,,, hospitais,0
2013,Alter do Chão,Município,Privado,,,, hospitais,0
2013,Alter do Chão,Município,Público,,,, hospitais,0
2013,Alter do Chão,Município,Total,,,, hospitais,0
2013,Alvaiázere,Município,Parceria público-privada,,,, hospitais,0
2013,Alvaiázere,Município,Privado,,,, hospitais,1
2013,Alvaiázere,Município,Público,,,, hospitais,0
2013,Alvaiázere,Município,Total,,,, hospitais,1
2013,Alvito,Município,Parceria público-privada,,,, hospitais,0
2013,Alvito,Município,Privado,,,, hospitais,0
2013,Alvito,Município,Público,,,, hospitais,0
2013,Alvito,Município,Total,,,, hospitais,0
2013,Amadora,Município,Parceria público-privada,,,, hospitais,0
2013,Amadora,Município,Privado,,,, hospitais,1
2013,Amadora,Município,Público,,,, hospitais,1
2013,Amadora,Município,Total,,,, hospitais,2
2013,Amarante,Município,Parceria público-privada,,,, hospitais,0
2013,Amarante,Município,Privado,,,, hospitais,0
2013,Amarante,Município,Público,,,, hospitais,1
2013,Amarante,Município,Total,,,, hospitais,1
2013,Amares,Município,Parceria público-privada,,,, hospitais,0
2013,Amares,Município,Privado,,,, hospitais,1
2013,Amares,Município,Público,,,, hospitais,0
2013,Amares,Município,Total,,,, hospitais,1
2013,Anadia,Município,Parceria público-privada,,,, hospitais,0
2013,Anadia,Município,Privado,,,, hospitais,0
2013,Anadia,Município,Público,,,, hospitais,1
2013,Anadia,Município,Total,,,, hospitais,1
2013,Angra do Heroísmo,Município,Parceria público-privada,,,, hospitais,0
2013,Angra do Heroísmo,Município,Privado,,,, hospitais,2
2013,Angra do Heroísmo,Município,Público,,,, hospitais,1
2013,Angra do Heroísmo,Município,Total,,,, hospitais,3
2013,Ansião,Município,Parceria público-privada,,,, hospitais,0
2013,Ansião,Município,Privado,,,, hospitais,1
2013,Ansião,Município,Público,,,, hospitais,0
2013,Ansião,Município,Total,,,, hospitais,1
2013,Arcos de Valdevez,Município,Parceria público-privada,,,, hospitais,0
2013,Arcos de Valdevez,Município,Privado,,,, hospitais,0
2013,Arcos de Valdevez,Município,Público,,,, hospitais,0
2013,Arcos de Valdevez,Município,Total,,,, hospitais,0
2013,Arganil,Município,Parceria público-privada,,,, hospitais,0
2013,Arganil,Município,Privado,,,, hospitais,0
2013,Arganil,Município,Público,,,, hospitais,0
2013,Arganil,Município,Total,,,, hospitais,0
2013,Armamar,Município,Parceria público-privada,,,, hospitais,0
2013,Armamar,Município,Privado,,,, hospitais,0
2013,Armamar,Município,Público,,,, hospitais,0
2013,Armamar,Município,Total,,,, hospitais,0
2013,Arouca,Município,Parceria público-privada,,,, hospitais,0
2013,Arouca,Município,Privado,,,, hospitais,1
2013,Arouca,Município,Público,,,, hospitais,0
2013,Arouca,Município,Total,,,, hospitais,1
2013,Arraiolos,Município,Parceria público-privada,,,, hospitais,0
2013,Arraiolos,Município,Privado,,,, hospitais,0
2013,Arraiolos,Município,Público,,,, hospitais,0
2013,Arraiolos,Município,Total,,,, hospitais,0
2013,Arronches,Município,Parceria público-privada,,,, hospitais,0
2013,Arronches,Município,Privado,,,, hospitais,0
2013,Arronches,Município,Público,,,, hospitais,0
2013,Arronches,Município,Total,,,, hospitais,0
2013,Arruda dos Vinhos,Município,Parceria público-privada,,,, hospitais,0
2013,Arruda dos Vinhos,Município,Privado,,,, hospitais,0
2013,Arruda dos Vinhos,Município,Público,,,, hospitais,0
2013,Arruda dos Vinhos,Município,Total,,,, hospitais,0
2013,Aveiro,Município,Parceria público-privada,,,, hospitais,0
2013,Aveiro,Município,Privado,,,, hospitais,1
2013,Aveiro,Município,Público,,,, hospitais,1
2013,Aveiro,Município,Total,,,, hospitais,2
2013,Avis,Município,Parceria público-privada,,,, hospitais,0
2013,Avis,Município,Privado,,,, hospitais,0
2013,Avis,Município,Público,,,, hospitais,0
2013,Avis,Município,Total,,,, hospitais,0
2013,Azambuja,Município,Parceria público-privada,,,, hospitais,0
2013,Azambuja,Município,Privado,,,, hospitais,0
2013,Azambuja,Município,Público,,,, hospitais,0
2013,Azambuja,Município,Total,,,, hospitais,0
2013,Baião,Município,Parceria público-privada,,,, hospitais,0
2013,Baião,Município,Privado,,,, hospitais,0
2013,Baião,Município,Público,,,, hospitais,0
2013,Baião,Município,Total,,,, hospitais,0
2013,Barcelos,Município,Parceria público-privada,,,, hospitais,0
2013,Barcelos,Município,Privado,,,, hospitais,3
2013,Barcelos,Município,Público,,,, hospitais,1
2013,Barcelos,Município,Total,,,, hospitais,4
2013,Barrancos,Município,Parceria público-privada,,,, hospitais,0
2013,Barrancos,Município,Privado,,,, hospitais,0
2013,Barrancos,Município,Público,,,, hospitais,0
2013,Barrancos,Município,Total,,,, hospitais,0
2013,Barreiro,Município,Parceria público-privada,,,, hospitais,0
2013,Barreiro,Município,Privado,,,, hospitais,0
2013,Barreiro,Município,Público,,,, hospitais,1
2013,Barreiro,Município,Total,,,, hospitais,1
2013,Batalha,Município,Parceria público-privada,,,, hospitais,0
2013,Batalha,Município,Privado,,,, hospitais,0
2013,Batalha,Município,Público,,,, hospitais,0
2013,Batalha,Município,Total,,,, hospitais,0
2013,Beja,Município,Parceria público-privada,,,, hospitais,0
2013,Beja,Município,Privado,,,, hospitais,0
2013,Beja,Município,Público,,,, hospitais,1
2013,Beja,Município,Total,,,, hospitais,1
2013,Belmonte,Município,Parceria público-privada,,,, hospitais,0
2013,Belmonte,Município,Privado,,,, hospitais,0
2013,Belmonte,Município,Público,,,, hospitais,0
2013,Belmonte,Município,Total,,,, hospitais,0
2013,Benavente,Município,Parceria público-privada,,,, hospitais,0
2013,Benavente,Município,Privado,,,, hospitais,0
2013,Benavente,Município,Público,,,, hospitais,0
2013,Benavente,Município,Total,,,, hospitais,0
2013,Bombarral,Município,Parceria público-privada,,,, hospitais,0
2013,Bombarral,Município,Privado,,,, hospitais,0
2013,Bombarral,Município,Público,,,, hospitais,0
2013,Bombarral,Município,Total,,,, hospitais,0
2013,Borba,Município,Parceria público-privada,,,, hospitais,0
2013,Borba,Município,Privado,,,, hospitais,0
2013,Borba,Município,Público,,,, hospitais,0
2013,Borba,Município,Total,,,, hospitais,0
2013,Boticas,Município,Parceria público-privada,,,, hospitais,0
2013,Boticas,Município,Privado,,,, hospitais,0
2013,Boticas,Município,Público,,,, hospitais,0
2013,Boticas,Município,Total,,,, hospitais,0
2013,Braga,Município,Parceria público-privada,,,, hospitais,1
2013,Braga,Município,Privado,,,, hospitais,4
2013,Braga,Município,Público,,,, hospitais,0
2013,Braga,Município,Total,,,, hospitais,5
2013,Bragança,Município,Parceria público-privada,,,, hospitais,0
2013,Bragança,Município,Privado,,,, hospitais,0
2013,Bragança,Município,Público,,,, hospitais,1
2013,Bragança,Município,Total,,,, hospitais,1
2013,Cabeceiras de Basto,Município,Parceria público-privada,,,, hospitais,0
2013,Cabeceiras de Basto,Município,Privado,,,, hospitais,0
2013,Cabeceiras de Basto,Município,Público,,,, hospitais,0
2013,Cabeceiras de Basto,Município,Total,,,, hospitais,0
2013,Cadaval,Município,Parceria público-privada,,,, hospitais,0
2013,Cadaval,Município,Privado,,,, hospitais,0
2013,Cadaval,Município,Público,,,, hospitais,0
2013,Cadaval,Município,Total,,,, hospitais,0
2013,Caldas da Rainha,Município,Parceria público-privada,,,, hospitais,0
2013,Caldas da Rainha,Município,Privado,,,, hospitais,1
2013,Caldas da Rainha,Município,Público,,,, hospitais,2
2013,Caldas da Rainha,Município,Total,,,, hospitais,3
2013,Calheta [R.A.A.],Município,Parceria público-privada,,,, hospitais,0
2013,Calheta [R.A.A.],Município,Privado,,,, hospitais,0
2013,Calheta [R.A.A.],Município,Público,,,, hospitais,0
2013,Calheta [R.A.A.],Município,Total,,,, hospitais,0
2013,Calheta [R.A.M.],Município,Parceria público-privada,,,, hospitais,0
2013,Calheta [R.A.M.],Município,Privado,,,, hospitais,0
2013,Calheta [R.A.M.],Município,Público,,,, hospitais,0
2013,Calheta [R.A.M.],Município,Total,,,, hospitais,0
2013,Câmara de Lobos,Município,Parceria público-privada,,,, hospitais,0
2013,Câmara de Lobos,Município,Privado,,,, hospitais,0
2013,Câmara de Lobos,Município,Público,,,, hospitais,0
2013,Câmara de Lobos,Município,Total,,,, hospitais,0
2013,Caminha,Município,Parceria público-privada,,,, hospitais,0
2013,Caminha,Município,Privado,,,, hospitais,0
2013,Caminha,Município,Público,,,, hospitais,0
2013,Caminha,Município,Total,,,, hospitais,0
2013,Campo Maior,Município,Parceria público-privada,,,, hospitais,0
2013,Campo Maior,Município,Privado,,,, hospitais,0
2013,Campo Maior,Município,Público,,,, hospitais,0
2013,Campo Maior,Município,Total,,,, hospitais,0
2013,Cantanhede,Município,Parceria público-privada,,,, hospitais,0
2013,Cantanhede,Município,Privado,,,, hospitais,0
2013,Cantanhede,Município,Público,,,, hospitais,2
2013,Cantanhede,Município,Total,,,, hospitais,2
2013,Carrazeda de Ansiães,Município,Parceria público-privada,,,, hospitais,0
2013,Carrazeda de Ansiães,Município,Privado,,,, hospitais,0
2013,Carrazeda de Ansiães,Município,Público,,,, hospitais,0
2013,Carrazeda de Ansiães,Município,Total,,,, hospitais,0
2013,Carregal do Sal,Município,Parceria público-privada,,,, hospitais,0
2013,Carregal do Sal,Município,Privado,,,, hospitais,0
2013,Carregal do Sal,Município,Público,,,, hospitais,0
2013,Carregal do Sal,Município,Total,,,, hospitais,0
2013,Cartaxo,Município,Parceria público-privada,,,, hospitais,0
2013,Cartaxo,Município,Privado,,,, hospitais,0
2013,Cartaxo,Município,Público,,,, hospitais,0
2013,Cartaxo,Município,Total,,,, hospitais,0
2013,Cascais,Município,Parceria público-privada,,,, hospitais,1
2013,Cascais,Município,Privado,,,, hospitais,5
2013,Cascais,Município,Público,,,, hospitais,0
2013,Cascais,Município,Total,,,, hospitais,6
2013,Castanheira de Pêra,Município,Parceria público-privada,,,, hospitais,0
2013,Castanheira de Pêra,Município,Privado,,,, hospitais,0
2013,Castanheira de Pêra,Município,Público,,,, hospitais,0
2013,Castanheira de Pêra,Município,Total,,,, hospitais,0
2013,Castelo Branco,Município,Parceria público-privada,,,, hospitais,0
2013,Castelo Branco,Município,Privado,,,, hospitais,0
2013,Castelo Branco,Município,Público,,,, hospitais,1
2013,Castelo Branco,Município,Total,,,, hospitais,1
2013,Castelo de Paiva,Município,Parceria público-privada,,,, hospitais,0
2013,Castelo de Paiva,Município,Privado,,,, hospitais,0
2013,Castelo de Paiva,Município,Público,,,, hospitais,0
2013,Castelo de Paiva,Município,Total,,,, hospitais,0
2013,Castelo de Vide,Município,Parceria público-privada,,,, hospitais,0
2013,Castelo de Vide,Município,Privado,,,, hospitais,0
2013,Castelo de Vide,Município,Público,,,, hospitais,0
2013,Castelo de Vide,Município,Total,,,, hospitais,0
2013,Castro Daire,Município,Parceria público-privada,,,, hospitais,0
2013,Castro Daire,Município,Privado,,,, hospitais,0
2013,Castro Daire,Município,Público,,,, hospitais,0
2013,Castro Daire,Município,Total,,,, hospitais,0
2013,Castro Marim,Município,Parceria público-privada,,,, hospitais,0
2013,Castro Marim,Município,Privado,,,, hospitais,0
2013,Castro Marim,Município,Público,,,, hospitais,0
2013,Castro Marim,Município,Total,,,, hospitais,0
2013,Castro Verde,Município,Parceria público-privada,,,, hospitais,0
2013,Castro Verde,Município,Privado,,,, hospitais,0
2013,Castro Verde,Município,Público,,,, hospitais,0
2013,Castro Verde,Município,Total,,,, hospitais,0
2013,Celorico da Beira,Município,Parceria público-privada,,,, hospitais,0
2013,Celorico da Beira,Município,Privado,,,, hospitais,0
2013,Celorico da Beira,Município,Público,,,, hospitais,0
2013,Celorico da Beira,Município,Total,,,, hospitais,0
2013,Celorico de Basto,Município,Parceria público-privada,,,, hospitais,0
2013,Celorico de Basto,Município,Privado,,,, hospitais,0
2013,Celorico de Basto,Município,Público,,,, hospitais,0
2013,Celorico de Basto,Município,Total,,,, hospitais,0
2013,Chamusca,Município,Parceria público-privada,,,, hospitais,0
2013,Chamusca,Município,Privado,,,, hospitais,0
2013,Chamusca,Município,Público,,,, hospitais,0
2013,Chamusca,Município,Total,,,, hospitais,0
2013,Chaves,Município,Parceria público-privada,,,, hospitais,0
2013,Chaves,Município,Privado,,,, hospitais,0
2013,Chaves,Município,Público,,,, hospitais,1
2013,Chaves,Município,Total,,,, hospitais,1
2013,Cinfães,Município,Parceria público-privada,,,, hospitais,0
2013,Cinfães,Município,Privado,,,, hospitais,0
2013,Cinfães,Município,Público,,,, hospitais,0
2013,Cinfães,Município,Total,,,, hospitais,0
2013,Coimbra,Município,Parceria público-privada,,,, hospitais,0
2013,Coimbra,Município,Privado,,,, hospitais,4
2013,Coimbra,Município,Público,,,, hospitais,9
2013,Coimbra,Município,Total,,,, hospitais,13
2013,Condeixa-a-Nova,Município,Parceria público-privada,,,, hospitais,0
2013,Condeixa-a-Nova,Município,Privado,,,, hospitais,1
2013,Condeixa-a-Nova,Município,Público,,,, hospitais,0
2013,Condeixa-a-Nova,Município,Total,,,, hospitais,1
2013,Constância,Município,Parceria público-privada,,,, hospitais,0
2013,Constância,Município,Privado,,,, hospitais,0
2013,Constância,Município,Público,,,, hospitais,1
2013,Constância,Município,Total,,,, hospitais,1
2013,Coruche,Município,Parceria público-privada,,,, hospitais,0
2013,Coruche,Município,Privado,,,, hospitais,0
2013,Coruche,Município,Público,,,, hospitais,0
2013,Coruche,Município,Total,,,, hospitais,0
2013,Corvo,Município,Parceria público-privada,,,, hospitais,0
2013,Corvo,Município,Privado,,,, hospitais,0
2013,Corvo,Município,Público,,,, hospitais,0
2013,Corvo,Município,Total,,,, hospitais,0
2013,Covilhã,Município,Parceria público-privada,,,, hospitais,0
2013,Covilhã,Município,Privado,,,, hospitais,0
2013,Covilhã,Município,Público,,,, hospitais,1
2013,Covilhã,Município,Total,,,, hospitais,1
2013,Crato,Município,Parceria público-privada,,,, hospitais,0
2013,Crato,Município,Privado,,,, hospitais,0
2013,Crato,Município,Público,,,, hospitais,0
2013,Crato,Município,Total,,,, hospitais,0
2013,Cuba,Município,Parceria público-privada,,,, hospitais,0
2013,Cuba,Município,Privado,,,, hospitais,0
2013,Cuba,Município,Público,,,, hospitais,0
2013,Cuba,Município,Total,,,, hospitais,0
2013,Elvas,Município,Parceria público-privada,,,, hospitais,0
2013,Elvas,Município,Privado,,,, hospitais,0
2013,Elvas,Município,Público,,,, hospitais,1
2013,Elvas,Município,Total,,,, hospitais,1
2013,Entroncamento,Município,Parceria público-privada,,,, hospitais,0
2013,Entroncamento,Município,Privado,,,, hospitais,1
2013,Entroncamento,Município,Público,,,, hospitais,0
2013,Entroncamento,Município,Total,,,, hospitais,1
2013,Espinho,Município,Parceria público-privada,,,, hospitais,0
2013,Espinho,Município,Privado,,,, hospitais,0
2013,Espinho,Município,Público,,,, hospitais,1
2013,Espinho,Município,Total,,,, hospitais,1
2013,Esposende,Município,Parceria público-privada,,,, hospitais,0
2013,Esposende,Município,Privado,,,, hospitais,2
2013,Esposende,Município,Público,,,, hospitais,0
2013,Esposende,Município,Total,,,, hospitais,2
2013,Estarreja,Município,Parceria público-privada,,,, hospitais,0
2013,Estarreja,Município,Privado,,,, hospitais,0
2013,Estarreja,Município,Público,,,, hospitais,1
2013,Estarreja,Município,Total,,,, hospitais,1
2013,Estremoz,Município,Parceria público-privada,,,, hospitais,0
2013,Estremoz,Município,Privado,,,, hospitais,0
2013,Estremoz,Município,Público,,,, hospitais,0
2013,Estremoz,Município,Total,,,, hospitais,0
2013,Évora,Município,Parceria público-privada,,,, hospitais,0
2013,Évora,Município,Privado,,,, hospitais,1
2013,Évora,Município,Público,,,, hospitais,1
2013,Évora,Município,Total,,,, hospitais,2
2013,Fafe,Município,Parceria público-privada,,,, hospitais,0
2013,Fafe,Município,Privado,,,, hospitais,0
2013,Fafe,Município,Público,,,, hospitais,1
2013,Fafe,Município,Total,,,, hospitais,1
2013,Faro,Município,Parceria público-privada,,,, hospitais,0
2013,Faro,Município,Privado,,,, hospitais,1
2013,Faro,Município,Público,,,, hospitais,1
2013,Faro,Município,Total,,,, hospitais,2
2013,Felgueiras,Município,Parceria público-privada,,,, hospitais,0
2013,Felgueiras,Município,Privado,,,, hospitais,1
2013,Felgueiras,Município,Público,,,, hospitais,0
2013,Felgueiras,Município,Total,,,, hospitais,1
2013,Ferreira do Alentejo,Município,Parceria público-privada,,,, hospitais,0
2013,Ferreira do Alentejo,Município,Privado,,,, hospitais,0
2013,Ferreira do Alentejo,Município,Público,,,, hospitais,0
2013,Ferreira do Alentejo,Município,Total,,,, hospitais,0
2013,Ferreira do Zêzere,Município,Parceria público-privada,,,, hospitais,0
2013,Ferreira do Zêzere,Município,Privado,,,, hospitais,0
2013,Ferreira do Zêzere,Município,Público,,,, hospitais,0
2013,Ferreira do Zêzere,Município,Total,,,, hospitais,0
2013,Figueira da Foz,Município,Parceria público-privada,,,, hospitais,0
2013,Figueira da Foz,Município,Privado,,,, hospitais,0
2013,Figueira da Foz,Município,Público,,,, hospitais,1
2013,Figueira da Foz,Município,Total,,,, hospitais,1
2013,Figueira de Castelo Rodrigo,Município,Parceria público-privada,,,, hospitais,0
2013,Figueira de Castelo Rodrigo,Município,Privado,,,, hospitais,0
2013,Figueira de Castelo Rodrigo,Município,Público,,,, hospitais,0
2013,Figueira de Castelo Rodrigo,Município,Total,,,, hospitais,0
2013,Figueiró dos Vinhos,Município,Parceria público-privada,,,, hospitais,0
2013,Figueiró dos Vinhos,Município,Privado,,,, hospitais,0
2013,Figueiró dos Vinhos,Município,Público,,,, hospitais,0
2013,Figueiró dos Vinhos,Município,Total,,,, hospitais,0
2013,Fornos de Algodres,Município,Parceria público-privada,,,, hospitais,0
2013,Fornos de Algodres,Município,Privado,,,, hospitais,0
2013,Fornos de Algodres,Município,Público,,,, hospitais,0
2013,Fornos de Algodres,Município,Total,,,, hospitais,0
2013,Freixo de Espada à Cinta,Município,Parceria público-privada,,,, hospitais,0
2013,Freixo de Espada à Cinta,Município,Privado,,,, hospitais,0
2013,Freixo de Espada à Cinta,Município,Público,,,, hospitais,0
2013,Freixo de Espada à Cinta,Município,Total,,,, hospitais,0
2013,Fronteira,Município,Parceria público-privada,,,, hospitais,0
2013,Fronteira,Município,Privado,,,, hospitais,0
2013,Fronteira,Município,Público,,,, hospitais,0
2013,Fronteira,Município,Total,,,, hospitais,0
2013,Funchal,Município,Parceria público-privada,,,, hospitais,0
2013,Funchal,Município,Privado,,,, hospitais,6
2013,Funchal,Município,Público,,,, hospitais,3
2013,Funchal,Município,Total,,,, hospitais,9
2013,Fundão,Município,Parceria público-privada,,,, hospitais,0
2013,Fundão,Município,Privado,,,, hospitais,0
2013,Fundão,Município,Público,,,, hospitais,1
2013,Fundão,Município,Total,,,, hospitais,1
2013,Gavião,Município,Parceria público-privada,,,, hospitais,0
2013,Gavião,Município,Privado,,,, hospitais,0
2013,Gavião,Município,Público,,,, hospitais,0
2013,Gavião,Município,Total,,,, hospitais,0
2013,Góis,Município,Parceria público-privada,,,, hospitais,0
2013,Góis,Município,Privado,,,, hospitais,0
2013,Góis,Município,Público,,,, hospitais,0
2013,Góis,Município,Total,,,, hospitais,0
2013,Golegã,Município,Parceria público-privada,,,, hospitais,0
2013,Golegã,Município,Privado,,,, hospitais,0
2013,Golegã,Município,Público,,,, hospitais,0
2013,Golegã,Município,Total,,,, hospitais,0
2013,Gondomar,Município,Parceria público-privada,,,, hospitais,0
