01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala ,09. Símbolo,10. Valor
2000,Luxemburgo,,,,,, pessoas por km2,,168.7
2000,Malta,,,,,, pessoas por km2,,1208.4
2000,Países Baixos,,,,,, pessoas por km2,,470.2
2000,Polónia,,,,,, pessoas por km2,,122.4
2000,Portugal,,,,,, pessoas por km2,,111.7
2000,Roménia,,,,,, pessoas por km2,,97.6
2000,Suécia,,,,,, pessoas por km2,,21.6
2001,Alemanha,,,,,, pessoas por km2,,230.7
2001,Áustria,,,,,, pessoas por km2,,97.5
2001,Bélgica,,,,,, pessoas por km2,,339.2
2001,Bulgária,,,,,, pessoas por km2,,72.3
2001,Chéquia,,,,,, pessoas por km2,,132.2
2001,Chipre,,,,,, pessoas por km2,,75.8
2001,Croácia,,,,,, pessoas por km2,,76.1
2001,Dinamarca,,,,,, pessoas por km2,,124.3
2001,Eslováquia,,,,,, pessoas por km2,,109.7
2001,Eslovénia,,,,,, pessoas por km2,,98.9
2001,Espanha,,,,,, pessoas por km2,,80.7
2001,Estónia,,,,,, pessoas por km2,,32.0
2001,Finlândia,,,,,, pessoas por km2,,17.0
2001,França,,,,,, pessoas por km2,,96.7
2001,Grécia,,,,,, pessoas por km2,,83.0
2001,Hungria,,,,,, pessoas por km2,,109.5
2001,Irlanda,,,,,, pessoas por km2,,56.5
2001,Itália,,,,,, pessoas por km2,,193.1
2001,Letónia,,,,,, pessoas por km2,,37.5
2001,Lituânia,,,,,, pessoas por km2,,55.4
2001,Luxemburgo,,,,,, pessoas por km2,,170.7
2001,Malta,,,,,, pessoas por km2,,1245.4
2001,Países Baixos,,,,,, pessoas por km2,,473.7
2001,Polónia,,,,,, pessoas por km2,,122.3
2001,Portugal,,,,,, pessoas por km2,,112.7
2001,Roménia,,,,,, pessoas por km2,,96.2
2001,Suécia,,,,,, pessoas por km2,,21.7
2002,Alemanha,,,,,, pessoas por km2,,231.0
2002,Áustria,,,,,, pessoas por km2,,98.0
2002,Bélgica,,,,,, pessoas por km2,,340.7
2002,Bulgária,,,,,, pessoas por km2,,70.6
2002,Chéquia,,,,,, pessoas por km2,,132.0
2002,Chipre,,,,,, pessoas por km2,,76.7
2002,Croácia,,,,,, pessoas por km2,,76.1
2002,Dinamarca,,,,,, pessoas por km2,,124.7
2002,Eslováquia,,,,,, pessoas por km2,,109.7
2002,Eslovénia,,,,,, pessoas por km2,,99.0
2002,Espanha,,,,,, pessoas por km2,,81.9
2002,Estónia,,,,,, pessoas por km2,,31.8
2002,Finlândia,,,,,, pessoas por km2,,17.1
2002,França,,,,,, pessoas por km2,,97.4
2002,Grécia,,,,,, pessoas por km2,,83.3
2002,Hungria,,,,,, pessoas por km2,,109.2
2002,Irlanda,,,,,, pessoas por km2,,57.5
2002,Itália,,,,,, pessoas por km2,,193.3
2002,Letónia,,,,,, pessoas por km2,,37.1
2002,Lituânia,,,,,, pessoas por km2,,54.9
2002,Luxemburgo,,,,,, pessoas por km2,,172.5
2002,Malta,,,,,, pessoas por km2,,1254.7
2002,Países Baixos,,,,,, pessoas por km2,,476.7
2002,Polónia,,,,,, pessoas por km2,,122.3
2002,Portugal,,,,,, pessoas por km2,,113.3
2002,Roménia,,,,,, pessoas por km2,,94.8
2002,Suécia,,,,,, pessoas por km2,,21.8
2003,Alemanha,,,,,, pessoas por km2,,231.2
2003,Áustria,,,,,, pessoas por km2,,98.5
2003,Bélgica,,,,,, pessoas por km2,,342.1
2003,Bulgária,,,,,, pessoas por km2,,70.0
2003,Chéquia,,,,,, pessoas por km2,,131.9
2003,Chipre,,,,,, pessoas por km2,,77.7
2003,Croácia,,,,,, pessoas por km2,,76.1
2003,Dinamarca,,,,,, pessoas por km2,,125.1
2003,Eslováquia,,,,,, pessoas por km2,,109.6
2003,Eslovénia,,,,,, pessoas por km2,,99.1
2003,Espanha,,,,,, pessoas por km2,,83.4
2003,Estónia,,,,,, pessoas por km2,,31.6
2003,Finlândia,,,,,, pessoas por km2,,17.1
2003,França,,,,,, pessoas por km2,,98.1
2003,Grécia,,,,,, pessoas por km2,,83.5
2003,Hungria,,,,,, pessoas por km2,,108.9
2003,Irlanda,,,,,, pessoas por km2,,58.4
2003,Itália,,,,,, pessoas por km2,,194.2
2003,Letónia,,,,,, pessoas por km2,,36.7
2003,Lituânia,,,,,, pessoas por km2,,54.5
2003,Luxemburgo,,,,,, pessoas por km2,,174.6
2003,Malta,,,,,, pessoas por km2,,1263.0
2003,Países Baixos,,,,,, pessoas por km2,,480.3
2003,Polónia,,,,,, pessoas por km2,,122.2
2003,Portugal,,,,,, pessoas por km2,,113.7
2003,Roménia,,,,,, pessoas por km2,,94.5
2003,Suécia,,,,,, pessoas por km2,,21.8
2004,,Portugal,,,,, pessoas por km2,,114.1
2004,Alemanha,,,,,, pessoas por km2,,231.1
2004,Áustria,,,,,, pessoas por km2,,99.1
2004,Bélgica,,,,,, pessoas por km2,,343.6
2004,Bulgária,,,,,, pessoas por km2,,69.5
2004,Chéquia,,,,,, pessoas por km2,,132.0
2004,Chipre,,,,,, pessoas por km2,,78.7
2004,Croácia,,,,,, pessoas por km2,,76.1
2004,Dinamarca,,,,,, pessoas por km2,,125.4
2004,Eslováquia,,,,,, pessoas por km2,,109.6
2004,Eslovénia,,,,,, pessoas por km2,,99.2
2004,Espanha,,,,,, pessoas por km2,,84.8
2004,Estónia,,,,,, pessoas por km2,,31.4
2004,Finlândia,,,,,, pessoas por km2,,17.2
2004,França,,,,,, pessoas por km2,,98.8
2004,Grécia,,,,,, pessoas por km2,,83.7
2004,Hungria,,,,,, pessoas por km2,,108.6
2004,Irlanda,,,,,, pessoas por km2,,59.5
2004,Itália,,,,,, pessoas por km2,,195.5
2004,Letónia,,,,,, pessoas por km2,,36.3
2004,Lituânia,,,,,, pessoas por km2,,53.9
2004,Luxemburgo,,,,,, pessoas por km2,,177.1
2004,Malta,,,,,, pessoas por km2,,1271.5
2004,Países Baixos,,,,,, pessoas por km2,,481.9
2004,Polónia,,,,,, pessoas por km2,,122.1
2004,Portugal,,,,,, pessoas por km2,,114.0
2004,Roménia,,,,,, pessoas por km2,,94.3
2004,Suécia,,,,,, pessoas por km2,,21.9
2005,,Portugal,,,,, pessoas por km2,,114.1
2005,Alemanha,,,,,, pessoas por km2,,230.9
2005,Áustria,,,,,, pessoas por km2,,99.8
2005,Bélgica,,,,,, pessoas por km2,,345.5
2005,Bulgária,,,,,, pessoas por km2,,69.0
2005,Chéquia,,,,,, pessoas por km2,,132.2
2005,Chipre,,,,,, pessoas por km2,,79.8
2005,Croácia,,,,,, pessoas por km2,,76.2
2005,Dinamarca,,,,,, pessoas por km2,,125.7
2005,Eslováquia,,,,,, pessoas por km2,,109.6
2005,Eslovénia,,,,,, pessoas por km2,,99.3
2005,Espanha,,,,,, pessoas por km2,,86.3
2005,Estónia,,,,,, pessoas por km2,,31.2
2005,Finlândia,,,,,, pessoas por km2,,17.2
2005,França,,,,,, pessoas por km2,,99.6
2005,Grécia,,,,,, pessoas por km2,,84.0
2005,Hungria,,,,,, pessoas por km2,,108.4
2005,Irlanda,,,,,, pessoas por km2,,60.8
2005,Itália,,,,,, pessoas por km2,,196.4
2005,Letónia,,,,,, pessoas por km2,,35.9
2005,Lituânia,,,,,, pessoas por km2,,53.0
2005,Luxemburgo,,,,,, pessoas por km2,,179.9
2005,Malta,,,,,, pessoas por km2,,1279.6
2005,Países Baixos,,,,,, pessoas por km2,,483.1
2005,Polónia,,,,,, pessoas por km2,,122.1
2005,Portugal,,,,,, pessoas por km2,,114.0
2005,Roménia,,,,,, pessoas por km2,,94.1
2005,Suécia,,,,,, pessoas por km2,,22.0
2006,,Portugal,,,,, pessoas por km2,,114.4
2006,Alemanha,,,,,, pessoas por km2,,230.7
2006,Áustria,,,,,, pessoas por km2,,100.3
2006,Bélgica,,,,,, pessoas por km2,,347.8
2006,Bulgária,,,,,, pessoas por km2,,68.5
2006,Chéquia,,,,,, pessoas por km2,,132.5
2006,Chipre,,,,,, pessoas por km2,,81.2
2006,Croácia,,,,,, pessoas por km2,,76.2
2006,Dinamarca,,,,,, pessoas por km2,,126.2
2006,Eslováquia,,,,,, pessoas por km2,,109.6
2006,Eslovénia,,,,,, pessoas por km2,,99.6
2006,Espanha,,,,,, pessoas por km2,,87.7
2006,Estónia,,,,,, pessoas por km2,,31.0
2006,Finlândia,,,,,, pessoas por km2,,17.3
2006,França,,,,,, pessoas por km2,,100.2
2006,Grécia,,,,,, pessoas por km2,,84.2
2006,Hungria,,,,,, pessoas por km2,,108.3
2006,Irlanda,,,,,, pessoas por km2,,62.5
2006,Itália,,,,,, pessoas por km2,,197.0
2006,Letónia,,,,,, pessoas por km2,,35.6
2006,Lituânia,,,,,, pessoas por km2,,52.2
2006,Luxemburgo,,,,,, pessoas por km2,,182.8
2006,Malta,,,,,, pessoas por km2,,1284.3
2006,Países Baixos,,,,,, pessoas por km2,,483.8
2006,Polónia,,,,,, pessoas por km2,,122.0
2006,Portugal,,,,,, pessoas por km2,,114.3
2006,Roménia,,,,,, pessoas por km2,,93.9
2006,Suécia,,,,,, pessoas por km2,,22.1
2007,,Portugal,,,,, pessoas por km2,,114.6
2007,Alemanha,,,,,, pessoas por km2,,230.4
2007,Áustria,,,,,, pessoas por km2,,100.6
2007,Bélgica,,,,,, pessoas por km2,,350.4
2007,Bulgária,,,,,, pessoas por km2,,68.0
2007,Chéquia,,,,,, pessoas por km2,,133.3
2007,Chipre,,,,,, pessoas por km2,,82.9
2007,Croácia,,,,,, pessoas por km2,,76.2
2007,Dinamarca,,,,,, pessoas por km2,,126.7
2007,Eslováquia,,,,,, pessoas por km2,,109.6
2007,Eslovénia,,,,,, pessoas por km2,,99.8
2007,Espanha,,,,,, pessoas por km2,,90.1
2007,Estónia,,,,,, pessoas por km2,,30.9
2007,Finlândia,,,,,, pessoas por km2,,17.4
2007,França,,,,,, pessoas por km2,,100.9
2007,Grécia,,,,,, pessoas por km2,,84.5
2007,Hungria,,,,,, pessoas por km2,,108.1
2007,Irlanda,,,,,, pessoas por km2,,64.3
2007,Itália,,,,,, pessoas por km2,,198.0
2007,Letónia,,,,,, pessoas por km2,,35.3
2007,Lituânia,,,,,, pessoas por km2,,51.6
2007,Luxemburgo,,,,,, pessoas por km2,,185.6
2007,Malta,,,,,, pessoas por km2,,1288.8
2007,Países Baixos,,,,,, pessoas por km2,,485.3
2007,Polónia,,,,,, pessoas por km2,,121.9
2007,Portugal,,,,,, pessoas por km2,,114.5
2007,Roménia,,,,,, pessoas por km2,,93.7
2007,Suécia,,,,,, pessoas por km2,,22.3
2008,,Portugal,,,,, pessoas por km2,,114.7
2008,Alemanha,,,,,, pessoas por km2,,229.9
2008,Áustria,,,,,, pessoas por km2,,100.9
2008,Bélgica,,,,,, pessoas por km2,,353.1
2008,Bulgária,,,,,, pessoas por km2,,67.5
2008,Chéquia,,,,,, pessoas por km2,,134.4
2008,Chipre,,,,,, pessoas por km2,,85.4
2008,Croácia,,,,,, pessoas por km2,,76.2
2008,Dinamarca,,,,,, pessoas por km2,,127.5
2008,Eslováquia,,,,,, pessoas por km2,,109.7
2008,Eslovénia,,,,,, pessoas por km2,,100.4
2008,Espanha,,,,,, pessoas por km2,,91.6
2008,Estónia,,,,,, pessoas por km2,,30.8
2008,Finlândia,,,,,, pessoas por km2,,17.5
2008,França,,,,,, pessoas por km2,,101.4
2008,Grécia,,,,,, pessoas por km2,,84.7
2008,Hungria,,,,,, pessoas por km2,,107.9
2008,Irlanda,,,,,, pessoas por km2,,65.6
2008,Itália,,,,,, pessoas por km2,,199.3
2008,Letónia,,,,,, pessoas por km2,,35.0
2008,Lituânia,,,,,, pessoas por km2,,51.0
2008,Luxemburgo,,,,,, pessoas por km2,,189.0
2008,Malta,,,,,, pessoas por km2,,1295.5
2008,Países Baixos,,,,,, pessoas por km2,,487.2
2008,Polónia,,,,,, pessoas por km2,,121.9
2008,Portugal,,,,,, pessoas por km2,,114.6
2008,Roménia,,,,,, pessoas por km2,,93.6
2008,Suécia,,,,,, pessoas por km2,,22.5
2009,,Portugal,,,,, pessoas por km2,,114.7
2009,Alemanha,,,,,, pessoas por km2,,229.3
2009,Áustria,,,,,, pessoas por km2,,101.2
2009,Bélgica,,,,,, pessoas por km2,,356.0
